solvent1,solvent2,GE_RT_x05,gamma1_inf,gamma2_inf
Ethylbenzene,1-Octanol,0.2459642577790562,2.0137565603127188,22.17541024854478
Ethylbenzene,2-Propanol,0.3840899465240042,3.731264503846751,35.988508994783096
Ethylbenzene,Acetic acid,0.6580990356378301,12.766375931767184,203.02991672029
Ethylbenzene,Acetone,0.0718841693987311,1.286338651763157,1.336576730052658
Ethylbenzene,Acetonitrile,0.4029483190599328,6.24198356122699,4.338724682503066
Ethylbenzene,Carbon tetrachloride,0.0369697633095811,1.179510959367228,1.143006347169348
Ethylbenzene,Chloroform,-0.0564015319114505,0.7684237798335148,0.8217255337545099
Ethylbenzene,DMF,0.0944308861096079,1.2960785830532306,1.5639836335051522
Ethylbenzene,DMSO,0.3276476318368544,2.4231555802850155,5.6451965059652585
Ethylbenzene,Dichloromethane,-0.0175726903388024,0.9058609946250528,0.9440750607427196
Ethylbenzene,Diethyl ether,-0.0179271799938058,0.9249428323079564,0.9361283713420716
Ethylbenzene,Dioxane,0.0734259595582127,1.2962977251158403,1.3587232202268076
Ethylbenzene,Ethanol,0.4475020029792103,5.1562664319978815,48.73241403854951
Ethylbenzene,Ethyl acetate,0.0443928694912696,1.178104033843048,1.2044178821568818
Ethylbenzene,Methanol,0.5748890618629381,10.229356738654742,120.94122003228016
Ethylbenzene,Methyl acetate,0.0872492764321719,1.4041444995453434,1.4086255426768308
Ethylbenzene,NMP,0.0141646322830533,0.993818439546394,1.1165381430394568
Ethylbenzene,Propanol,0.398098321915088,3.915647014596456,40.956075862397206
Ethylbenzene,THF,-0.0400940890839192,0.8277318399293357,0.8702774349713974
Ethylbenzene,Water,1.597891674171419,36552.39012770869,36497.42472163977
Heptane,1-Butanol,0.4459726897419275,4.635688674020588,65.12650183104233
Heptane,1-Hexanol,0.3668513892461424,3.15528675698617,50.3424432998334
Heptane,1-Octanol,0.2988409565349559,2.3923822254528875,37.735611353654
Heptane,2-Propanol,0.4838687146016426,5.89797898839278,66.99344730385027
Heptane,Acetic acid,0.8931867175161388,48.51121404797232,654.9570686428284
Heptane,Acetone,0.3240325597817396,3.7260191097520217,3.4273108306199105
Heptane,Acetonitrile,0.7477608346624613,37.9254309242602,14.875005599616289
Heptane,Benzene,0.1106764093288759,1.7142008367010324,1.459657732252892
