MAE_ln_gamma1,MAE_ln_gamma2,MAE_GE_RT,RMSE_ln_gamma1,RMSE_ln_gamma2,RMSE_GE_RT,bias_GE_RT,max_abs_GE_RT_ct,n_points,solvent1,solvent2,T_K,class1,class2,class_pair,lle_found_ct,lle_x1_phase1,lle_x1_phase2
0.06893283820170608,0.07012951397459753,0.03757213771083484,0.09451637876088437,0.08978414337641906,0.04018352678432999,0.03757213771083484,0.1024207346699785,19,Heptane,Toluene,398.15,Alkane,Aromatic,Alkane + Aromatic,False,,
0.07370603578718156,0.07419640135659161,0.03993915050236835,0.09883002504252092,0.09690771380908274,0.042708551507803914,0.03993915050236835,0.1346065759451763,19,Heptane,Ethylbenzene,298.15,Alkane,Aromatic,Alkane + Aromatic,False,,
0.0669671062526051,0.06743190766615546,0.03629203108619308,0.08984688904065363,0.08802418385194016,0.03880922842355374,0.03629203108619308,0.11850456385356575,19,Heptane,Ethylbenzene,323.15,Alkane,Aromatic,Alkane + Aromatic,False,,
0.06110449885567217,0.06154255841604037,0.033118186615265804,0.08201897731480398,0.08030206512778586,0.03541527563002907,0.033118186615265804,0.10518826090140462,19,Heptane,Ethylbenzene,348.15,Alkane,Aromatic,Alkane + Aromatic,False,,
0.05596854014495553,0.05637127242684331,0.030332223773114814,0.07515401626354803,0.07353368689762257,0.03243682115774966,0.030332223773114814,0.09403787299020686,19,Heptane,Ethylbenzene,373.15,Alkane,Aromatic,Alkane + Aromatic,False,,
0.051445693035581976,0.05182348715775125,0.02788263620216223,0.0691013305510814,0.06758312665513952,0.02981741463876832,0.02788263620216223,0.08460096553709445,19,Heptane,Ethylbenzene,398.15,Alkane,Aromatic,Alkane + Aromatic,False,,
0.12724343288343054,0.13584993079250465,0.06965735991693851,0.18685092251910299,0.16664508445512533,0.07536993822966061,0.06965735991693851,0.8126349924971908,19,Heptane,Methanol,298.15,Alkane,Alcohol,Alcohol + Alkane,True,0.0355848,0.98538171
0.10922072488335245,0.11845960330705851,0.0593831379494712,0.16419047445276325,0.1431935216203446,0.0648205500349051,0.0593831379494712,0.756380121502753,19,Heptane,Methanol,323.15,Alkane,Alcohol,Alcohol + Alkane,True,0.04717625,0.95895627
0.09183487375400405,0.1001504912737303,0.04883889826805361,0.14101690311195547,0.11928409851801487,0.05409173818990775,0.04883889826805361,0.6975034427671662,19,Heptane,Methanol,348.15,Alkane,Alcohol,Alcohol + Alkane,True,0.0651673,0.90477503
0.07616673674656499,0.08193712598175647,0.03913774287776486,0.11887583519237004,0.09679076166500461,0.04400936188836692,0.038886305222060366,0.637497373612425,19,Heptane,Methanol,373.15,Alkane,Alcohol,Alcohol + Alkane,True,0.09460974,0.80951256
0.06327082485930387,0.06573149267945065,0.03110748314439066,0.0996461166563536,0.07816287535710059,0.03553846763962195,0.030580442161286577,0.5784065143772399,19,Heptane,Methanol,398.15,Alkane,Alcohol,Alcohol + Alkane,True,0.14948685,0.65556135
0.06821269335355329,0.0738101601127921,0.03665711581887317,0.09926201013086916,0.09112514721048955,0.040067828750538256,0.03665711581887317,0.6218251925711699,19,Heptane,Ethanol,298.15,Alkane,Alcohol,Alcohol + Alkane,True,0.21737894,0.87458905
0.05436377881380185,0.05942432483625288,0.02827713698225521,0.08103847360792134,0.0719220663775027,0.031461744511179765,0.028173522494636866,0.571614811866492,19,Heptane,Ethanol,323.15,Alkane,Alcohol,Alcohol + Alkane,True,0.35,0.65
0.0420691517084553,0.044684318822258096,0.020430308109126633,0.0632931485124837,0.053948468478002005,0.02316899929433054,0.019762795700955932,0.5201062264528732,19,Heptane,Ethanol,348.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.0323205699071032,0.034085119403611516,0.014047156624023048,0.04753020571392181,0.04007870087002549,0.016054593434551297,0.01217758325761768,0.4688727002765545,19,Heptane,Ethanol,373.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.02534857380503176,0.026727253252634656,0.009858786075677289,0.03527047415817729,0.032529115256678336,0.01101415850832454,0.006268791926332776,0.41966012045001133,19,Heptane,Ethanol,398.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.0397250488598358,0.043580885390071586,0.02041395679771598,0.057766960932022236,0.05357668747982047,0.022717395958830575,0.02026048122745596,0.53407940837119,19,Heptane,Propanol,298.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.02882117345041743,0.030539754370497028,0.013419433206409464,0.04199716776757087,0.037583448928169824,0.015234423475291881,0.012498545508266201,0.48793297632828975,19,Heptane,Propanol,323.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.021085725837523127,0.02257013896486136,0.008336934900318095,0.028209188836724276,0.02722788293090093,0.009179257833510993,0.004934187262826146,0.4407044649508635,19,Heptane,Propanol,348.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.017414603897253123,0.018713097613882245,0.006490031792088056,0.019897805427877665,0.028435512736238736,0.00750458686077575,-0.0017011344340526844,0.39455595145091915,19,Heptane,Propanol,373.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.017525533040664967,0.018434226842353903,0.007577747160085503,0.019291525824898886,0.035020731737300845,0.009696937513489953,-0.006611023232184423,0.35123015432746246,19,Heptane,Propanol,398.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.039830366090913456,0.043675735790679925,0.020501636956936204,0.05845762217282984,0.05334504494328703,0.02283314163403201,0.020352465609329094,0.5179034862240942,19,Heptane,2-Propanol,298.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.029258597466463917,0.030978378898610565,0.01366422952373163,0.04301803746333282,0.03792503191328038,0.015532937276443655,0.012771154621195657,0.47208833052109234,19,Heptane,2-Propanol,323.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.02172318470052838,0.023160824414835548,0.008636764817519967,0.02942159176492784,0.027768506082754652,0.009532682622358978,0.005326179744933918,0.4253735219244411,19,Heptane,2-Propanol,348.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.01794753869403429,0.019243228262763933,0.006641552184703455,0.020845134662837432,0.028657233847991286,0.007564837169873269,-0.0012395624559999208,0.37999102446114325,19,Heptane,2-Propanol,373.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.017692677760560136,0.018830149154186498,0.007414684396843643,0.019433073234109352,0.03478217616171471,0.009426864280484771,-0.006088785080422696,0.33722745441673896,19,Heptane,2-Propanol,398.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.025736439499236242,0.028335484741345524,0.01258623456454042,0.03661313884976613,0.03521240393214443,0.014138497320409227,0.012196863673748767,0.4712229130451753,19,Heptane,1-Butanol,298.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.017423843048747212,0.0190059710779739,0.007222477352126485,0.02342663475201369,0.022845931476778582,0.00800653921375946,0.005129694474697166,0.42938059770846404,19,Heptane,1-Butanol,323.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.013740146219030648,0.014781412574813968,0.005229677429626506,0.015426101008367528,0.02208169670993731,0.006240664468669087,-0.0017286563836358163,0.3865788436722187,19,Heptane,1-Butanol,348.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.016470308331347744,0.015451747858481924,0.007807669330334172,0.018247564826565914,0.032263856104674644,0.00998028967004111,-0.007647019078657017,0.3444062246138234,19,Heptane,1-Butanol,373.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.023626696221100873,0.01875045992680039,0.011864256137555608,0.02488785715266793,0.041716081221312394,0.013690260960411383,-0.011864256137555608,0.3045596863565599,19,Heptane,1-Butanol,398.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.013111071763394858,0.014483537982444523,0.0055710800386564105,0.017179813432210506,0.018169098051379343,0.006145024200740765,0.004128278925167282,0.3849153045421136,19,Heptane,1-Hexanol,298.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.009916785253517307,0.010622325971080442,0.00388572441722342,0.010927195753338533,0.015986389789585727,0.004935647263427438,-0.001903631118534559,0.34744452090652905,19,Heptane,1-Hexanol,323.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.015466064195859506,0.011683471813182954,0.00764007538530665,0.016482878079076255,0.026581138796723008,0.009357565804686758,-0.00764007538530665,0.30984927854538574,19,Heptane,1-Hexanol,348.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.024471140679454877,0.016685247012968592,0.012409781641893936,0.025340052752178453,0.03915849706144158,0.013969289976751894,-0.012409781641893936,0.27380480377255595,19,Heptane,1-Hexanol,373.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.03029217353084894,0.022420039795085736,0.015537529919952742,0.03198364907082175,0.047791193475759046,0.01706806693292713,-0.015537529919952742,0.24020115533208572,19,Heptane,1-Hexanol,398.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.011477915419577057,0.012815049346178631,0.004878670855445646,0.014733321601382911,0.016463941318885216,0.005361573647629671,0.003541840157761765,0.3192333096642194,19,Heptane,1-Octanol,298.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.008822627301743243,0.00967331540961287,0.0034737865546927414,0.00973252285117914,0.014420526351931199,0.004449519033166693,-0.001635270851311161,0.28601725414459,19,Heptane,1-Octanol,323.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.013258297207925498,0.010383307163956898,0.006526382302955114,0.014305036640941151,0.02345734038851257,0.008168494526537527,-0.006526382302955114,0.25261030035388915,19,Heptane,1-Octanol,348.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.020692021123867248,0.014057462320754464,0.010453960824041828,0.021358074561305986,0.03406689576819488,0.011919584276214817,-0.010453960824041828,0.22038225984070237,19,Heptane,1-Octanol,373.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.02506670623567694,0.018062419521970453,0.012805742169863008,0.026215890081033755,0.04073773319075401,0.014201305384901877,-0.012805742169863008,0.19076067668938324,19,Heptane,1-Octanol,398.15,Alkane,Alcohol,Alcohol + Alkane,False,,
0.13514465503712333,0.13348484878313147,0.07229127774166302,0.17626123292417775,0.1794845187788176,0.07752009238948968,0.07229127774166302,0.4278992118186277,19,Heptane,Acetone,298.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.12480859980070119,0.12402466125420637,0.0669929563103376,0.1644394358904308,0.16495712163590304,0.0718021667463813,0.0669929563103376,0.3857376072648158,19,Heptane,Acetone,323.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.11562059722480288,0.11547620056947579,0.06224466113355158,0.15367576690209475,0.1522151559498349,0.06668887409472996,0.06224466113355158,0.3487597000484875,19,Heptane,Acetone,348.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.10744390325169899,0.10776796395333955,0.057989679114838745,0.1438987599816993,0.14099760801965155,0.062113987114080324,0.057989679114838745,0.3162264865234597,19,Heptane,Acetone,373.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.10015746595908427,0.10082338792393088,0.05417597803254846,0.135029021508285,0.1310877855428824,0.05801804022229031,0.05417597803254846,0.2877601158363446,19,Heptane,Acetone,398.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.3678196703005361,0.37603066506977173,0.20096102553095352,0.5177504194457756,0.4723381424742385,0.2148826458877904,0.20096102553095352,1.038873641830589,19,Heptane,Acetonitrile,298.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.00751119,0.97028627
0.3404061902128633,0.3493678266409278,0.18650427713648177,0.4816072048305674,0.4369593632030901,0.19941863652500547,0.18650427713648177,0.9363314151296392,19,Heptane,Acetonitrile,323.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.01105583,0.95004108
0.31553294110442004,0.32493939948256395,0.1732878825645243,0.4485047373549592,0.4048611293479918,0.18529354920514213,0.1732878825645243,0.8457724986759515,19,Heptane,Acetonitrile,348.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.01615299,0.92148007
0.29307137950747003,0.30268733628460454,0.16127673800266384,0.41833154362149444,0.3758828933865106,0.17246248846453066,0.16127673800266384,0.7657889321843792,19,Heptane,Acetonitrile,373.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.02340193,0.88301245
0.2728724531563026,0.2825246487022892,0.15041800787628615,0.3909513698717626,0.3498364784226763,0.16086389363994597,0.15041800787628615,0.695082074848696,19,Heptane,Acetonitrile,398.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.03368557,0.83298115
0.16491005483187818,0.15909672869833638,0.08730871588705548,0.2064248678437483,0.22470143636118925,0.0937641765895356,0.08730871588705548,0.5271935193489183,19,Heptane,DMF,298.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.3164327,0.77920687
0.15393709916304374,0.1496190441342248,0.08178987817091435,0.19478825298141134,0.20830946849434054,0.08775787047485478,0.08178987817091435,0.48475006156073863,19,Heptane,DMF,323.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.14385046008300395,0.14068273272212242,0.07666490320468367,0.18377196971705392,0.19355123176886116,0.082204691059065,0.07666490320468367,0.44656288269704164,19,Heptane,DMF,348.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.13462845690134753,0.1323537831232154,0.07194145946726228,0.17345018985682342,0.18027860350153038,0.07710221172850688,0.07194145946726228,0.4120971765915208,19,Heptane,DMF,373.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.12622028117383452,0.12464383518568693,0.06760582715134138,0.16384337458935858,0.16833705253696968,0.07242909091898589,0.06760582715134138,0.3809956536429685,19,Heptane,DMF,398.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.19755048220279664,0.18715376692361452,0.10334763542697152,0.24190811377627244,0.27333087708296,0.11148540858481143,0.10334763542697152,0.8663800610171164,19,Heptane,DMSO,298.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.08377291,0.98555885
0.18818901576826877,0.1795388927785997,0.09889317492392669,0.23276543647534217,0.25823516297844595,0.1064854706263916,0.09889317492392669,0.8041585861290006,19,Heptane,DMSO,323.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.09421157,0.97442827
0.17921884220591333,0.17211256819424825,0.09454337407123665,0.22372594349395847,0.2442778320165661,0.10166079807869444,0.09454337407123665,0.7464324525701113,19,Heptane,DMSO,348.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.10822983,0.95791513
0.17078709411841472,0.16503801441088178,0.09039965645582478,0.2150261106511795,0.23148180864346396,0.0971021634065496,0.09039965645582478,0.6936707599506786,19,Heptane,DMSO,373.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.12650438,0.93449924
0.1629700768628073,0.1583643969163905,0.08651996620134163,0.20680872322590996,0.21982880744683284,0.09285840164488682,0.08651996620134163,0.6468486342592152,19,Heptane,DMSO,398.15,Alkane,Polar aprotic,Alkane + Polar aprotic,True,0.1501949,0.90226259
0.12958490753352728,0.12482095869611397,0.06872520778702818,0.16076323510779336,0.17822293896797783,0.07371447241456493,0.06872520778702818,0.39825046142317533,19,Heptane,NMP,298.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.12162146973043485,0.1178893564746606,0.06467697035242893,0.15235263381927455,0.16611682940530959,0.0693226195011262,0.06467697035242893,0.36777452820074263,19,Heptane,NMP,323.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.11426862431649529,0.11133936027049632,0.060907282588810514,0.14434715749071625,0.15519315009382478,0.06524892141954054,0.060907282588810514,0.3402548621004588,19,Heptane,NMP,348.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.10751327869536909,0.10521604205926106,0.0574210700483132,0.13680962405353764,0.14533443723753708,0.061491314743228165,0.0574210700483132,0.31560839557127673,19,Heptane,NMP,373.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.10132243119660363,0.09952698778970723,0.05420880490222547,0.12976138512286745,0.1364254778891479,0.0580353021124403,0.05420880490222547,0.29373137167842484,19,Heptane,NMP,398.15,Alkane,Polar aprotic,Alkane + Polar aprotic,False,,
0.0599962070036124,0.06046343512855366,0.0324966147622875,0.08079444285952499,0.07866679351773156,0.034781983310108684,0.0324966147622875,0.1391438563456076,19,Heptane,THF,298.15,Alkane,Ether,Alkane + Ether,False,,
0.056067647802466154,0.05668815871382651,0.030427624208506303,0.0759935412635491,0.07332066943526099,0.03256417185654717,0.030427624208506303,0.12447172208159148,19,Heptane,THF,323.15,Alkane,Ether,Alkane + Ether,False,,
0.052660770013933,0.053384458361817946,0.02862425590840123,0.07175730977967582,0.06872145557795872,0.03063228814379525,0.02862425590840123,0.11174026246869885,19,Heptane,THF,348.15,Alkane,Ether,Alkane + Ether,False,,
0.049689604020655274,0.050481758647538226,0.027045035490140274,0.06800817099907697,0.06473590054556091,0.028941130516612235,0.027045035490140274,0.10064696717541395,19,Heptane,THF,373.15,Alkane,Ether,Alkane + Ether,False,,
0.047084038569497125,0.047919145658725584,0.025654429678757834,0.06467949635422704,0.06125783162851998,0.02745252421352385,0.025654429678757834,0.09101243356473177,19,Heptane,THF,398.15,Alkane,Ether,Alkane + Ether,False,,
0.18995041182944372,0.19907039402670876,0.10563462668786343,0.2773154607110055,0.24313259121513697,0.11299502937880529,0.10563462668786343,0.31571697780799535,19,Heptane,Dichloromethane,298.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.17057368430384642,0.17870271196523144,0.0948228139412194,0.2489019724782779,0.2183292351853482,0.10144290372470915,0.0948228139412194,0.2756202305583516,19,Heptane,Dichloromethane,323.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.1543064774026734,0.16159907144527463,0.0857475594831664,0.22502630947223565,0.1975135779710941,0.09174263895919949,0.0857475594831664,0.2418909598787188,19,Heptane,Dichloromethane,348.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.1405179390546709,0.14709957849676467,0.07805573376331792,0.20477727302484375,0.1798748686646684,0.08351956329489571,0.07805573376331792,0.21328238704562658,19,Heptane,Dichloromethane,373.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.12873837404687807,0.13471176443909205,0.07148592220517343,0.18747023242791447,0.16480958386229605,0.07649457925425379,0.07148592220517343,0.18883647610525048,19,Heptane,Dichloromethane,398.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.2001272028241312,0.20473531229408998,0.1094526412327221,0.2776823037703069,0.25953106749623656,0.1170708614915623,0.1094526412327221,0.1495619529944128,19,Heptane,Carbon tetrachloride,298.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.1771064063772254,0.1811635702516321,0.0968521303711013,0.2456899911190439,0.22968724603822294,0.10359735539632675,0.0968521303711013,0.13129055832547026,19,Heptane,Carbon tetrachloride,323.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.15765235563874516,0.16124693524518183,0.08620542498518709,0.21866076370581558,0.20446697695823085,0.0922120871900039,0.08620542498518709,0.11586133167289281,19,Heptane,Carbon tetrachloride,348.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.14106954011064662,0.1442717080830043,0.07713157998262157,0.1956247305180761,0.18296754592329229,0.08250832498088803,0.07713157998262157,0.10271658832146228,19,Heptane,Carbon tetrachloride,373.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.12683505287821378,0.12970191569958736,0.06934366539305906,0.17585455817294054,0.1645118709998734,0.07417916127173223,0.06934366539305906,0.0914389527062114,19,Heptane,Carbon tetrachloride,398.15,Alkane,Halogenated,Alkane + Halogenated,False,,
0.01906141450498803,0.01907749169420104,0.010283080964582298,0.025281488555733075,0.025188223834298112,0.011009150447245129,0.010283080964582298,0.0693486060153631,19,Heptane,Diethyl ether,298.15,Alkane,Ether,Alkane + Ether,False,,
0.01696517575496976,0.017012909724573814,0.009162762769439286,0.02257951357627855,0.02238445234729996,0.009808759148680159,0.009162762769439286,0.06070650325595165,19,Heptane,Diethyl ether,323.15,Alkane,Ether,Alkane + Ether,False,,
0.01519843130647759,0.015261832475817208,0.00821471738079947,0.02028164724842704,0.020029537391590316,0.008793273780902956,0.00821471738079947,0.05338719817891206,19,Heptane,Diethyl ether,348.15,Alkane,Ether,Alkane + Ether,False,,
0.013698702277872043,0.013769546477340671,0.00740841091517188,0.01831588307552692,0.018037166701894848,0.007929880843749513,0.00740841091517188,0.04713773893533766,19,Heptane,Diethyl ether,373.15,Alkane,Ether,Alkane + Ether,False,,
0.01241695338937346,0.012490095624654932,0.006718078566561894,0.016625014905304835,0.016339908502300153,0.00719022156598352,0.006718078566561894,0.04176262614051747,19,Heptane,Diethyl ether,398.15,Alkane,Ether,Alkane + Ether,False,,
0.12328120004752324,0.122664949906058,0.0663389803585954,0.16221828083322493,0.16326084477850253,0.07099538935853163,0.0663389803585954,0.42633934076918745,19,Heptane,Dioxane,298.15,Alkane,Ether,Alkane + Ether,False,,
0.11247248931444066,0.11241220514954216,0.06067141541821889,0.14917705022189826,0.14840994695607856,0.0649168957996327,0.06067141541821889,0.3832958359647534,19,Heptane,Dioxane,323.15,Alkane,Ether,Alkane + Ether,False,,
0.10309031193297598,0.10341484653913859,0.05572489448987146,0.13765616590816177,0.13563173314839794,0.05961678558754052,0.05572489448987146,0.3459136726964384,19,Heptane,Dioxane,348.15,Alkane,Ether,Alkane + Ether,False,,
0.09491505295182887,0.09550601281608913,0.05139447815778416,0.12746871917850644,0.12457683101925751,0.054979914740786354,0.05139447815778416,0.31332248531140433,19,Heptane,Dioxane,373.15,Alkane,Ether,Alkane + Ether,False,,
0.08776776236788351,0.08854100761707881,0.04759424532533909,0.11844830422925098,0.11496714593913247,0.05091246997114019,0.04759424532533909,0.2847932234570905,19,Heptane,Dioxane,398.15,Alkane,Ether,Alkane + Ether,False,,
0.08175925384775967,0.08067362000178054,0.04384340576508188,0.10565167016939382,0.10945529353817622,0.04691467577068404,0.04384340576508188,0.3268224202084042,19,Heptane,Ethyl acetate,298.15,Alkane,Ester,Alkane + Ester,False,,
0.07302668889374034,0.07232569899891554,0.03922900907735958,0.09498999507527127,0.09741814905633983,0.04197273852180454,0.03922900907735958,0.2918610450538298,19,Heptane,Ethyl acetate,323.15,Alkane,Ester,Alkane + Ester,False,,
0.06553889816766541,0.06511092939011735,0.035259132121598105,0.08573040245871082,0.08717342407510133,0.037722624956796326,0.035259132121598105,0.26182574274794373,19,Heptane,Ethyl acetate,348.15,Alkane,Ester,Alkane + Ester,False,,
0.059095840562478644,0.058862953951191295,0.03183372773341248,0.07767597732128693,0.07841135525735807,0.034056420676536,0.03183372773341248,0.2358878382869885,19,Heptane,Ethyl acetate,373.15,Alkane,Ester,Alkane + Ester,False,,
0.053530334147317615,0.053437255757989376,0.028867476666910686,0.07065483025629246,0.07088054376634215,0.03088237141455534,0.028867476666910686,0.21337336320475883,19,Heptane,Ethyl acetate,398.15,Alkane,Ester,Alkane + Ester,False,,
0.12006245007564181,0.11988762091542016,0.06475736542534921,0.15908061266649562,0.15845446974411972,0.06926281557234508,0.06475736542534921,0.4290124723093226,19,Heptane,Methyl acetate,298.15,Alkane,Ester,Alkane + Ester,False,,
0.10782509223946653,0.10807615494683769,0.0582712665010297,0.14383402670831616,0.14189400806564162,0.06232572813249668,0.0582712665010297,0.3826278767668806,19,Heptane,Methyl acetate,323.15,Alkane,Ester,Alkane + Ester,False,,
0.09730906197139655,0.09784129126005298,0.052675760267682226,0.13055440602139476,0.12774974926908347,0.05634207960796189,0.052675760267682226,0.3426324612086282,19,Heptane,Methyl acetate,348.15,Alkane,Ester,Alkane + Ester,False,,
0.08824622503948122,0.0889613153242453,0.04783740447716148,0.1189787828776127,0.1156223000819622,0.05116853341039141,0.04783740447716148,0.30799388670679373,19,Heptane,Methyl acetate,373.15,Alkane,Ester,Alkane + Ester,False,,
0.08041252640782146,0.08124259930377258,0.04364333512021327,0.10887483314634164,0.10518364529112172,0.04668422476123797,0.04364333512021327,0.2780137522447138,19,Heptane,Methyl acetate,398.15,Alkane,Ester,Alkane + Ester,False,,
0.07064981012352631,0.07749520836678694,0.03701942999563003,0.10104301078661836,0.09697569330692703,0.04084499347187948,0.03701942999563003,0.9488133554078524,19,Heptane,Acetic acid,298.15,Alkane,Acid,Acid + Alkane,True,0.01954779,0.99605059
0.054763959724067925,0.05984833075347659,0.027110837833850553,0.07967686686794563,0.07347492101177587,0.030515879256842533,0.02656706433817327,0.8785031480553848,19,Heptane,Acetic acid,323.15,Alkane,Acid,Acid + Alkane,True,0.0273117,0.98824287
0.04147759841044373,0.043894778718422886,0.018624564144347783,0.059626950195839065,0.053423177681725754,0.02109386835099265,0.016590083706995284,0.8092275310945103,19,Heptane,Acetic acid,348.15,Alkane,Acid,Acid + Alkane,True,0.03844401,0.97107682
0.03174577959501177,0.033921457005664,0.012597734665180833,0.043028785546023844,0.04149123691435933,0.013952031085161121,0.008110328230374303,0.7418130365976467,19,Heptane,Acetic acid,373.15,Alkane,Acid,Acid + Alkane,True,0.05470527,0.93872798
0.025295549251702472,0.027907191517373326,0.009285647362189888,0.03146660235937799,0.037677798215045216,0.010110168303486216,0.0019053286141735586,0.6776145187180089,19,Heptane,Acetic acid,398.15,Alkane,Acid,Acid + Alkane,True,0.07901985,0.88429672
0.6102559140111591,0.5381021306706627,0.3083290936299563,0.7365680993090391,0.7947585069086351,0.3323725156636509,-0.3083290936299563,1.4017395877323535,19,Heptane,Water,298.15,Alkane,Water,Alkane + Water,True,1.5522,0.99871744
0.597143455886139,0.5258065832989844,0.3003688126005016,0.7205867318307553,0.7773504120373476,0.32428322661694653,-0.3003688126005016,1.3325033657217136,19,Heptane,Water,323.15,Alkane,Water,Alkane + Water,True,2.331,0.99599982
0.5868096275807992,0.5173232861619168,0.2944296428601481,0.7087632988052636,0.7647456453264109,0.3181659396743616,-0.2944296428601481,1.2569406357434294,19,Heptane,Water,348.15,Alkane,Water,Alkane + Water,True,3.7642,0.98985645
0.5764968532424524,0.5105270999102115,0.288974727619469,0.6980092556996743,0.7535093362445545,0.31244631655854543,-0.288974727619469,1.1768831662415749,19,Heptane,Water,373.15,Alkane,Water,Alkane + Water,True,6.4517,0.97832964
0.5630253561339555,0.5023294951086941,0.2822074486408925,0.6845412309100587,0.7387617526027058,0.3052759147231089,-0.2822074486408925,1.0967026703548552,19,Heptane,Water,398.15,Alkane,Water,Alkane + Water,True,1.1505,0.95981511
0.00296319933747232,0.002935405626950866,0.0015926151626111393,0.0038479469044868245,0.003960444665863988,0.001703537164010844,0.0015926151626111393,0.0021564263647665663,19,Octane,Decane,298.15,Alkane,Alkane,Alkane + Alkane,False,,
0.002940689481955635,0.002913211296276932,0.0015805422094434987,0.003818999150877816,0.003930174737630823,0.0016906230193069584,0.0015805422094434987,0.0021736626249614288,19,Octane,Decane,323.15,Alkane,Alkane,Alkane + Alkane,False,,
0.002921361215962522,0.002894158363507967,0.0015701779116319143,0.003794145212873656,0.0039041895589740803,0.0016795366119393416,0.0015701779116319143,0.002188452386182392,19,Octane,Decane,348.15,Alkane,Alkane,Alkane + Alkane,False,,
0.0029046661064761445,0.002877697866047689,0.0015612257757939814,0.0037726777160096967,0.0038817383575234466,0.0016699604985084206,0.0015612257757939814,0.0022012334311953203,19,Octane,Decane,373.15,Alkane,Alkane,Alkane + Alkane,False,,
0.0028901714410866516,0.0028634070930697074,0.0015534524960406644,0.0037540378712799787,0.0038622477536419076,0.0016616453380480895,0.0015534524960406644,0.0022123335885363008,19,Octane,Decane,398.15,Alkane,Alkane,Alkane + Alkane,False,,
0.01422286360958976,0.014548328112590471,0.007778344818093791,0.01969229046177913,0.01846854882489673,0.008321049982819856,0.007778344818093791,0.009279885410307288,19,Octane,Cyclohexane,298.15,Alkane,Alkane,Alkane + Alkane,False,,
