MAE_ln_gamma1,MAE_ln_gamma2,MAE_GE_RT,RMSE_ln_gamma1,RMSE_ln_gamma2,RMSE_GE_RT,bias_GE_RT,max_abs_GE_RT_ct,n_points,solvent1,solvent2,T_K,class1,class2,class_pair,lle_found_ct,lle_x1_phase1,lle_x1_phase2
0.011528705958089604,0.011316756433253588,0.006172140842462456,0.01471847984910049,0.015567714071344146,0.006602773371095556,0.006172140842462456,0.008716013406671948,19,Pentane,Octane,348.15,Alkane,Alkane,Alkane + Alkane,False,,
0.011441700298494626,0.0112322226780943,0.006125750817512448,0.01460945366622439,0.015448838594560144,0.006553141745301904,0.006125750817512448,0.008782314064577051,19,Pentane,Octane,373.15,Alkane,Alkane,Alkane + Alkane,False,,
0.011366120163918844,0.011158792311380178,0.006085452011886069,0.01451475002338141,0.015345570272553302,0.006510027728473129,0.006085452011886069,0.008839909483978529,19,Pentane,Octane,398.15,Alkane,Alkane,Alkane + Alkane,False,,
0.026578448996901972,0.025830602555312637,0.014175439131341916,0.03334826605054846,0.03631080241183481,0.015167369452875118,0.014175439131341916,0.019248162005914216,19,Pentane,Decane,298.15,Alkane,Alkane,Alkane + Alkane,False,,
0.026334790642807006,0.025597501907483312,0.01404619337187941,0.03305047134127495,0.03597188152702612,0.015029049450634113,0.01404619337187941,0.019433142766405544,19,Pentane,Decane,323.15,Alkane,Alkane,Alkane + Alkane,False,,
0.026125471043700534,0.025397262969650322,0.013935161188685404,0.032794675544164466,0.03568071053188383,0.014910223778046693,0.013935161188685404,0.019592063162946347,19,Pentane,Decane,348.15,Alkane,Alkane,Alkane + Alkane,False,,
0.02594454335503834,0.0252241960654922,0.013839193421480689,0.03257359957748508,0.03542902703112565,0.014807520063694322,0.013839193421480689,0.01972941940749311,19,Pentane,Decane,373.15,Alkane,Alkane,Alkane + Alkane,False,,
0.025787405606643703,0.0250738928777783,0.013755846717459169,0.03238160929184188,0.03521043157473208,0.014718323950609576,0.013755846717459169,0.019848730093572887,19,Pentane,Decane,398.15,Alkane,Alkane,Alkane + Alkane,False,,
0.004398798075944337,0.004385017003546176,0.0023688454004731157,0.005822296958061989,0.0058055915509189725,0.0025336147696162973,-0.0023688454004731157,0.00022533908657299283,19,Pentane,Cyclohexane,298.15,Alkane,Alkane,Alkane + Alkane,False,,
0.004428299758014102,0.004415662486603085,0.002386181897107441,0.0058620055763102434,0.005842854426125826,0.0025517152784608334,-0.002386181897107441,0.0001863384100747821,19,Pentane,Cyclohexane,323.15,Alkane,Alkane,Alkane + Alkane,False,,
